CHROM	POP	DATASET	Pi	Watterson	Tajima_D
X	AT_gr_12_spring	Europe_PoolSNP	0.003394	0.003345	0.132511
X	AT_Mau_14_01	Europe_PoolSNP	0.003459	0.003378	0.153766
X	AT_Mau_14_02	Europe_PoolSNP	0.003450	0.003362	0.164692
X	AT_Mau_15_50	Europe_PoolSNP	0.003464	0.003246	0.306330
X	AT_Mau_15_51	Europe_PoolSNP	0.003409	0.003199	0.308363
X	AT_See_14_44	Europe_PoolSNP	0.003500	0.003391	0.194107
X	AT_See_16_1	Europe_PoolSNP	0.003575	0.003471	0.148289
X	BY_Bre_15_13	Europe_PoolSNP	0.003441	0.003207	0.364752
X	CA_es_12_fall	North America_PoolSNP	0.003797	0.003736	0.097479
X	CA_es_12_frost	North America_PoolSNP	0.003863	0.003816	0.079977
X	CA_es_12_spring	North America_PoolSNP	0.003813	0.003770	0.062709
X	CA_es_13_fall	North America_PoolSNP	0.003840	0.003818	0.030974
X	CA_es_13_spring	North America_PoolSNP	0.003828	0.003749	0.119152
X	CA_pl_12_fall	North America_PoolSNP	0.003802	0.003746	0.067818
X	CA_pl_12_frost	North America_PoolSNP	0.003895	0.003845	0.082748
X	CA_pl_13_fall	North America_PoolSNP	0.003862	0.003796	0.091063
X	CA_pl_13_frost	North America_PoolSNP	0.003871	0.003784	0.129016
X	CA_st_12_fall	North America_PoolSNP	0.003822	0.003821	0.002051
X	CA_st_12_frost	North America_PoolSNP	0.003880	0.003878	0.002616
X	CA_st_13_fall	North America_PoolSNP	0.003873	0.003798	0.101985
X	CA_tu_12_fall	North America_PoolSNP	0.003835	0.003842	-0.011479
X	CA_tu_12_frost	North America_PoolSNP	0.003864	0.003791	0.094755
X	CA_tu_13_fall	North America_PoolSNP	0.003884	0.003781	0.128274
X	CA_tu_13_frost	North America_PoolSNP	0.003898	0.003839	0.090954
X	CA_tu_13_spring	North America_PoolSNP	0.003837	0.003764	0.110186
X	CH_Cha_14_42	Europe_PoolSNP	0.003514	0.003387	0.219021
X	CH_Cha_14_43	Europe_PoolSNP	0.003585	0.003558	0.062381
X	CH_Cha_15_39	Europe_PoolSNP	0.003519	0.003270	0.399489
X	CH_Cha_16_38	Europe_PoolSNP	0.003313	0.003144	0.300047
X	CO	Africa_PoolSNP	0.005423	0.005362	0.207253
X	CY_Nic_14_11	Europe_PoolSNP	0.003538	0.003343	0.287800
X	DE_Bro_14_14	Europe_PoolSNP	0.003570	0.003454	0.167735
X	DE_Bro_14_15	Europe_PoolSNP	0.003594	0.003521	0.116292
X	DE_Bro_15_53	Europe_PoolSNP	0.003645	0.003516	0.176985
X	DE_Bro_15_54	Europe_PoolSNP	0.003661	0.003540	0.161756
X	DE_Bro_16_10	Europe_PoolSNP	0.003565	0.003471	0.140218
X	DE_Bro_16_11	Europe_PoolSNP	0.003600	0.003526	0.107150
X	DE_Mun_14_31	Europe_PoolSNP	0.003604	0.003492	0.199071
X	DE_Mun_14_32	Europe_PoolSNP	0.003637	0.003577	0.107588
X	DE_Mun_15_45	Europe_PoolSNP	0.003668	0.003540	0.188943
X	DE_Mun_15_46	Europe_PoolSNP	0.003687	0.003547	0.194756
X	DE_Mun_16_12	Europe_PoolSNP	0.003569	0.003453	0.172579
X	DE_Mun_16_13	Europe_PoolSNP	0.003631	0.003548	0.116419
X	DK_Kar_14_39	Europe_PoolSNP	0.003683	0.003609	0.125958
X	DK_Kar_14_41	Europe_PoolSNP	0.003674	0.003619	0.110011
X	DK_Kar_16_2	Europe_PoolSNP	0.002660	0.002508	0.291007
X	DK_Kar_16_3	Europe_PoolSNP	0.003162	0.002878	0.490858
X	DK_Kar_16_4	Europe_PoolSNP	0.003188	0.002935	0.406882
X	EA	Africa_PoolSNP	0.005281	0.005121	0.298552
X	EB	Africa_PoolSNP	0.004946	0.004928	NA
X	ED	Africa_PoolSNP	0.004802	0.004790	NA
X	EF	Africa_PoolSNP	0.004605	0.004029	0.652494
X	EG	Africa_PoolSNP	0.003184	0.003049	0.266287
X	ER	Africa_PoolSNP	0.004617	0.004607	NA
X	ES_ba_12_fall	Europe_PoolSNP	0.003365	0.003275	0.142968
X	ES_ba_12_spring	Europe_PoolSNP	0.003438	0.0034145	0.0628015
X	ES_Ben_16_32	Europe_PoolSNP	0.003504	0.003391	0.195411
X	ES_Cor_15_33	Europe_PoolSNP	0.003529	0.003346	0.289568
X	ES_Gim_14_34	Europe_PoolSNP	0.003474	0.003420	0.110222
X	ES_Gim_14_35	Europe_PoolSNP	0.003446	0.003386	0.119844
X	ES_Gim_15_30	Europe_PoolSNP	0.003533	0.003364	0.253633
X	ES_Gim_15_31	Europe_PoolSNP	0.003516	0.003340	0.285266
X	ES_Gim_16_33	Europe_PoolSNP	0.003483	0.003420	0.235128
X	ES_Gim_16_34	Europe_PoolSNP	0.003497	0.003410	0.141135
X	ES_Gua_15_32	Europe_PoolSNP	0.003543	0.003375	0.260984
X	ES_Pur_16_35	Europe_PoolSNP	0.003505	0.003422	0.147821
X	ES_Tom_15_28	Europe_PoolSNP	0.003523	0.003344	0.301256
X	ES_Tom_15_29	Europe_PoolSNP	0.003506	0.003343	0.239408
X	ES_Tom_16_36	Europe_PoolSNP	0.003472	0.003377	0.137897
X	ES_Tom_16_37	Europe_PoolSNP	0.003464	0.003372	0.149792
X	FI_Aka_14_36	Europe_PoolSNP	0.003640	0.003523	0.235289
X	FI_Aka_14_37	Europe_PoolSNP	0.003618	0.003538	0.154693
X	FI_Aka_15_34	Europe_PoolSNP	0.003700	0.003532	0.231135
X	FI_Aka_15_35	Europe_PoolSNP	0.003671	0.003463	0.313511
X	FI_Aka_16_5	Europe_PoolSNP	0.003664	0.003574	0.138531
X	FI_Aka_16_6	Europe_PoolSNP	0.003635	0.003516	0.163883
X	FI_Ves_14_38	Europe_PoolSNP	0.003622	0.003524	0.155043
X	FI_Ves_16_7	Europe_PoolSNP	0.003605	0.003449	0.215399
X	FL_ho_10_fall	North America_PoolSNP	0.004119	0.004028	0.166810
X	FL_ho_10_spring	North America_PoolSNP	0.004058	0.003862	0.273052
X	FR	Europe_PoolSNP	0.003140	0.002946	0.275736
X	FR_Got_14_08	Europe_PoolSNP	0.003413	0.003319	0.138807
X	FR_Got_15_47	Europe_PoolSNP	0.003489	0.003276	0.336943
X	FR_Got_15_48	Europe_PoolSNP	0.003499	0.003274	0.374934
X	FR_Got_15_49	Europe_PoolSNP	0.003490	0.003273	0.352352
X	FR_Got_16_8	Europe_PoolSNP	0.003486	0.003357	0.202230
X	FR_Vil_14_05	Europe_PoolSNP	0.003449	0.003391	0.099867
X	FR_Vil_14_07	Europe_PoolSNP	0.003445	0.003373	0.123121
X	FR_Vil_15_40	Europe_PoolSNP	0.003542	0.003373	0.243805
X	FR_Vil_15_41	Europe_PoolSNP	0.003528	0.003370	0.230978
X	FR_Vil_16_9	Europe_PoolSNP	0.003482	0.003378	0.154836
X	GA	Africa_PoolSNP	0.006005	0.005965	0.162237
X	GA_at_14_fall	North America_PoolSNP	0.003914	0.003716	0.230430
X	GA_at_14_spring	North America_PoolSNP	0.004005	0.003908	0.130674
X	GA_ha_08_spring	North America_PoolSNP	0.003998	0.003761	0.283757
X	GU	Africa_PoolSNP	0.005627	0.005612	NA
X	HU_Sze_16_14	Europe_PoolSNP	0.003347	0.003194	0.272676
X	I	North America_PoolSNP	0.003535	0.003497	0.086227
X	IL_ur_15_spring	North America_PoolSNP	0.003984	0.003880	0.133624
X	IT_Mez_15_43	Europe_PoolSNP	0.003587	0.003401	0.307426
X	IT_Mez_15_44	Europe_PoolSNP	0.003543	0.003380	0.379378
X	IT_Tre_16_15	Europe_PoolSNP	0.003474	0.003328	0.310369
X	KA_to_14_fall	North America_PoolSNP	0.004043	0.003965	0.117668
X	KA_to_14_spring	North America_PoolSNP	0.004023	0.003946	0.109710
X	KN	Africa_PoolSNP	0.006440	0.006425	NA
X	MA_la_12_fall	North America_PoolSNP	0.003959	0.003889	0.113226
X	MA_la_12_spring	North America_PoolSNP	0.003963	0.003861	0.146788
X	MA_la_14_fall	North America_PoolSNP	0.003962	0.003863	0.115812
X	MA_la_14_spring	North America_PoolSNP	0.003969	0.003897	0.091117
X	ME_bo_09_fall.r1	North America_PoolSNP	0.003951	0.003845	0.142614
X	ME_bo_09_fall.r2	North America_PoolSNP	0.003841	0.003755	0.230078
X	MI_bh_14_fall	North America_PoolSNP	0.003828	0.003637	0.216090
X	MI_bh_14_spring	North America_PoolSNP	0.003915	0.003769	0.175619
X	N	Europe_PoolSNP	0.003098	0.003022	0.194124
X	NC_ra_03_n	North America_PoolSNP	0.004065	0.004056	0.022990
X	NG	Africa_PoolSNP	0.005741	0.005722	0.523856
X	NY_it_12_fall	North America_PoolSNP	0.003926	0.003897	0.058279
X	NY_it_12_spring	North America_PoolSNP	0.003865	0.003732	0.190459
X	ON_su_15_fall	North America_PoolSNP	0.004021	0.003896	0.161658
X	ON_su_15_spring	North America_PoolSNP	0.003906	0.003595	0.330995
X	PA_li_09_fall	North America_PoolSNP	0.003977	0.003878	0.144875
X	PA_li_09_spring	North America_PoolSNP	0.003925	0.003583	0.374027
X	PA_li_10_fall	North America_PoolSNP	0.003917	0.003738	0.236006
X	PA_li_10_spring	North America_PoolSNP	0.004398	0.004339	0.095132
X	PA_li_11_fall	North America_PoolSNP	0.004074	0.003970	0.128424
X	PA_li_11_frost	North America_PoolSNP	0.003968	0.003815	0.221946
X	PA_li_11_spring	North America_PoolSNP	0.003926	0.003721	0.289045
X	PA_li_12_fall	North America_PoolSNP	0.003992	0.003958	0.080999
X	PA_li_12_spring	North America_PoolSNP	0.003993	0.003864	0.171825
X	PA_li_12_sum	North America_PoolSNP	0.003883	0.003719	0.202758
X	PA_li_13_spring	North America_PoolSNP	0.004005	0.003944	0.078135
X	PA_li_14_fall	North America_PoolSNP	0.003991	0.003867	0.143610
X	PA_li_14_spring	North America_PoolSNP	0.004092	0.004019	0.103452
X	PA_li_15_fall	North America_PoolSNP	0.003977	0.003820	0.191417
X	PA_li_15_spring	North America_PoolSNP	0.003928	0.003743	0.191492
X	PA_st_14_fall	North America_PoolSNP	0.003998	0.003896	0.135438
X	PA_st_14_spring	North America_PoolSNP	0.003758	0.003540	0.297463
X	PA_st_15_spring	North America_PoolSNP	0.003973	0.003874	0.128385
X	PO_Brz_15_12	Europe_PoolSNP	0.003552	0.003362	0.271169
X	PO_Brz_16_17	Europe_PoolSNP	0.003468	0.003308	0.234578
X	PO_Gda_16_16	Europe_PoolSNP	0.003307	0.003103	0.329322
X	PT_Rec_14_33	Europe_PoolSNP	0.003297	0.003215	0.154227
X	PT_Rec_15_16	Europe_PoolSNP	0.003218	0.002979	0.529318
X	PT_Rec_16_18	Europe_PoolSNP	0.003429	0.003322	0.149337
X	RAL	North America_PoolSNP	0.003712	0.003437	0.289466
X	RG	Africa_PoolSNP	0.005862	0.005535	0.342981
X	RS_Kal_16_28	Europe_PoolSNP	0.003252	0.003072	0.293080
X	RS_Kal_16_29	Europe_PoolSNP	0.003286	0.003084	0.315735
X	RS_Sla_16_30	Europe_PoolSNP	0.003310	0.003123	0.320124
X	RS_Sla_16_31	Europe_PoolSNP	0.003271	0.003100	0.295087
X	RU_Ale_15_55	Europe_PoolSNP	0.001753	0.001294	1.889405
X	RU_Ale_16_22	Europe_PoolSNP	0.003579	0.003427	0.230324
X	RU_tul_15_37	Europe_PoolSNP	0.003056	0.002826	0.384601
X	RU_Val_14_51	Europe_PoolSNP	0.003428	0.003335	0.143903
X	RU_val_15_36	Europe_PoolSNP	0.003401	0.002983	0.693234
X	RU_val_15_38	Europe_PoolSNP	0.003402	0.003011	0.623865
X	RU_Val_16_19	Europe_PoolSNP	0.003560	0.003421	0.203169
X	RU_Val_16_20	Europe_PoolSNP	0.003462	0.003253	0.316327
X	RU_Val_16_21	Europe_PoolSNP	0.002772	0.002244	1.101474
X	SB	Africa_PoolSNP	0.006437	0.006418	NA
X	SC_eu_10_spring	North America_PoolSNP	0.003935	0.003675	0.339477
X	SD	Africa_PoolSNP	0.005769	0.005013	0.681871
X	SE_Lun_14_30	Europe_PoolSNP	0.003609	0.003512	0.160215
X	SE_Lun_15_14	Europe_PoolSNP	0.003609	0.003417	0.276396
X	SE_Lun_15_15	Europe_PoolSNP	0.003481	0.003228	0.376409
X	SP	Africa_PoolSNP	0.005932	0.005570	0.394177
X	TR_Yes_14_03	Europe_PoolSNP	0.003548	0.003494	0.136917
X	TR_Yes_14_04	Europe_PoolSNP	0.003543	0.003449	0.198909
X	TR_Yes_15_3	Europe_PoolSNP	0.003519	0.003289	0.355087
X	TR_Yes_15_4	Europe_PoolSNP	0.003624	0.003488	0.296360
X	TR_Yes_15_5	Europe_PoolSNP	0.003587	0.003358	0.320717
X	TR_Yes_15_6	Europe_PoolSNP	0.003547	0.003288	0.373019
X	TR_Yes_15_7	Europe_PoolSNP	0.003304	0.003246	0.527623
X	TR_Yes_15_8	Europe_PoolSNP	0.003604	0.003395	0.288163
X	TR_Yes_16_39	Europe_PoolSNP	0.003576	0.003446	0.205174
X	TR_Yes_16_40	Europe_PoolSNP	0.003574	0.003423	0.245986
X	TR_Yes_16_41	Europe_PoolSNP	0.003582	0.003427	0.225844
X	TR_Yes_16_42	Europe_PoolSNP	0.003577	0.003451	0.199658
X	TR_Yes_16_43	Europe_PoolSNP	0.003582	0.003449	0.192092
X	TR_Yes_16_52	Europe_PoolSNP	0.003617	0.003513	0.178071
X	UA_Che_14_28	Europe_PoolSNP	0.003391	0.003264	0.215011
X	UA_Che_14_29	Europe_PoolSNP	0.003455	0.003329	0.218853
X	UA_Che_14_47	Europe_PoolSNP	0.003411	0.003325	0.161047
X	UA_Che_14_48	Europe_PoolSNP	0.003466	0.003380	0.163313
X	UA_Cho_15_24	Europe_PoolSNP	0.003507	0.003321	0.312415
X	UA_Cho_15_25	Europe_PoolSNP	0.003437	0.003207	0.356393
X	UA_Cho_15_26	Europe_PoolSNP	0.003477	0.003259	0.357465
X	UA_Cho_15_27	Europe_PoolSNP	0.003416	0.003166	0.382730
X	UA_Cho_15_65	Europe_PoolSNP	0.003434	0.003291	0.213428
X	UA_Cho_15_67	Europe_PoolSNP	0.003448	0.003303	0.218414
X	UA_Cho_15_68	Europe_PoolSNP	0.003436	0.003301	0.205753
X	UA_Cho_15_69	Europe_PoolSNP	0.003426	0.003306	0.195619
X	UA_Cho_15_70	Europe_PoolSNP	0.003437	0.003294	0.224135
X	UA_Cho_16_54	Europe_PoolSNP	0.003418	0.003275	0.222098
X	UA_Cho_16_55	Europe_PoolSNP	0.003357	0.003183	0.262242
X	UA_Cho_16_62	Europe_PoolSNP	0.003409	0.003272	0.213351
X	UA_Dro_14_27	Europe_PoolSNP	0.003292	0.003125	0.292301
X	UA_Dro_15_10	Europe_PoolSNP	0.003345	0.003108	0.369288
X	UA_Dro_16_56	Europe_PoolSNP	0.003266	0.003118	0.266631
X	UA_Kan_16_57	Europe_PoolSNP	0.003337	0.003158	0.284087
X	UA_Kha_14_45	Europe_PoolSNP	0.003470	0.003375	0.172347
X	UA_Kha_14_46	Europe_PoolSNP	0.003499	0.003392	0.192334
X	UA_Kha_15_19	Europe_PoolSNP	0.003478	0.003248	0.332083
X	UA_Kha_16_58	Europe_PoolSNP	0.003459	0.003324	0.222393
X	UA_Kyi_14_23	Europe_PoolSNP	0.003440	0.003281	0.287471
X	UA_Kyi_14_24	Europe_PoolSNP	0.003459	0.003332	0.252919
X	UA_Kyi_14_49	Europe_PoolSNP	0.003417	0.003351	0.152232
X	UA_Kyi_15_64	Europe_PoolSNP	0.003384	0.003225	0.243065
X	UA_Kyi_16_44	Europe_PoolSNP	0.003413	0.003268	0.233503
X	UA_Kyi_16_45	Europe_PoolSNP	0.003396	0.003281	0.205825
X	UA_Kyi_16_59	Europe_PoolSNP	0.003370	0.003222	0.228853
X	UA_od_13_fall	Europe_PoolSNP	0.003584	0.003563	0.030300
X	UA_od_13_spring	Europe_PoolSNP	0.003727	0.003732	-0.008123
X	UA_Ode_14_19	Europe_PoolSNP	0.003283	0.003108	0.316690
X	UA_Ode_14_20	Europe_PoolSNP	0.003298	0.003140	0.317490
X	UA_Ode_14_21	Europe_PoolSNP	0.003287	0.003141	0.279727
X	UA_Ode_14_22	Europe_PoolSNP	0.003382	0.003243	0.255851
X	UA_Ode_15_11	Europe_PoolSNP	0.003352	0.003173	0.326738
X	UA_Ode_15_20	Europe_PoolSNP	0.003347	0.003129	0.344982
X	UA_Ode_15_22	Europe_PoolSNP	0.003356	0.003132	0.370275
X	UA_Ode_15_66	Europe_PoolSNP	0.003283	0.003128	0.264866
X	UA_Ode_16_46	Europe_PoolSNP	0.003234	0.003105	0.248211
X	UA_Ode_16_47	Europe_PoolSNP	0.003302	0.003159	0.262374
X	UA_Pyr_14_26	Europe_PoolSNP	0.003361	0.003214	0.238855
X	UA_Pyr_15_21	Europe_PoolSNP	0.003449	0.003239	0.336504
X	UA_Pir_16_48	Europe_PoolSNP	0.003051	0.002905	0.305900
X	UA_Pyr_16_49	Europe_PoolSNP	0.003378	0.003219	0.238178
X	UA_Uma_14_50	Europe_PoolSNP	0.003240	0.003131	0.230069
X	UA_Uma_15_9	Europe_PoolSNP	0.003260	0.003034	0.359243
X	UA_Uma_16_50	Europe_PoolSNP	0.003292	0.003159	0.268479
X	UA_Uma_16_51	Europe_PoolSNP	0.003274	0.003130	0.274835
X	UA_Var_14_25	Europe_PoolSNP	0.003433	0.003273	0.278441
X	UA_Var_15_18	Europe_PoolSNP	0.003460	0.003254	0.323607
X	UA_Var_16_60	Europe_PoolSNP	0.003389	0.003255	0.227117
X	UA_Yal_14_16	Europe_PoolSNP	0.003371	0.003183	0.301412
X	UA_Yal_14_18	Europe_PoolSNP	0.003421	0.003244	0.289101
X	UA_Yal_15_23	Europe_PoolSNP	0.003470	0.003302	0.338109
X	UA_Yal_15_63	Europe_PoolSNP	0.003394	0.003223	0.278214
X	UA_Yal_16_61	Europe_PoolSNP	0.003406	0.003248	0.260971
X	UK	Africa_PoolSNP	0.005990	0.005967	NA
X	UK_Dai_15_52	Europe_PoolSNP	0.003146	0.002761	0.667991
X	UK_Dai_16_23	Europe_PoolSNP	0.003554	0.003422	0.191688
X	UK_Lut_14_13	Europe_PoolSNP	0.003633	0.003566	0.099433
X	UK_Mar_14_12	Europe_PoolSNP	0.003662	0.003609	0.071178
X	UK_Mar_15_42	Europe_PoolSNP	0.003639	0.003436	0.289341
X	UK_Mar_16_53	Europe_PoolSNP	0.003632	0.003555	0.101899
X	UK_She_14_09	Europe_PoolSNP	0.003182	0.003145	0.493118
X	UK_She_15_17	Europe_PoolSNP	0.003373	0.002968	0.653683
X	UK_Sou_14_10	Europe_PoolSNP	0.003566	0.003492	0.137765
X	VA_ch_12_fall	North America_PoolSNP	0.003919	0.003847	0.136293
X	VA_ch_12_spring	North America_PoolSNP	0.003958	0.003793	0.215465
X	VA_ch_14_fall	North America_PoolSNP	0.003989	0.003811	0.227958
X	VA_ch_14_spring	North America_PoolSNP	0.004038	0.003900	0.176695
X	VA_ch_15_fall	North America_PoolSNP	0.004026	0.003879	0.180628
X	VA_ch_15_spring	North America_PoolSNP	0.004009	0.003891	0.146723
X	W	North America_PoolSNP	0.003506	0.003454	0.092110
X	WA_se_14_spring	North America_PoolSNP	0.003875	0.003720	0.168268
X	WI_cp_12_fall	North America_PoolSNP	0.003934	0.003874	0.097871
X	WI_cp_12_frost	North America_PoolSNP	0.003910	0.003874	0.060410
X	WI_cp_12_spring	North America_PoolSNP	0.003852	0.003848	0.014699
X	WI_cp_13_fall	North America_PoolSNP	0.004025	0.003952	0.103578
X	WI_cp_13_spring	North America_PoolSNP	0.004292	0.004396	-0.095158
X	WI_cp_14_fall	North America_PoolSNP	0.003931	0.003795	0.155577
X	WI_cp_14_spring	North America_PoolSNP	0.004159	0.004150	0.009945
X	ZI	Africa_PoolSNP	0.005582	0.004020	1.365540
X	ZW	Africa_PoolSNP	0.005696	0.005621	0.349317
2L	AT_gr_12_fall	Europe_SNAPE	0.006549	0.006634	-0.058338
2L	AT_gr_12_spring	Europe_SNAPE	0.006050	0.006152	-0.087523
2L	AT_Mau_15_50	Europe_SNAPE	0.006470	0.006471	-0.001082
2L	AT_Mau_15_51	Europe_SNAPE	0.006734	0.006535	0.122052
2L	AT_See_16_1	Europe_SNAPE	0.006941	0.007082	-0.082272
2L	BY_Bre_15_13	Europe_SNAPE	0.006125	0.006105	0.013656
2L	CA_es_12_fall	North America_SNAPE	0.006254	0.006340	-0.060256
2L	CA_es_12_frost	North America_SNAPE	0.006482	0.006585	-0.071459
2L	CA_es_12_spring	North America_SNAPE	0.006450	0.006602	-0.098311
2L	CA_es_13_fall	North America_SNAPE	0.006464	0.006603	-0.088233
2L	CA_es_13_spring	North America_SNAPE	0.006398	0.006526	-0.084825
2L	CA_pl_12_fall	North America_SNAPE	0.006233	0.006278	-0.027234
2L	CA_pl_12_frost	North America_SNAPE	0.006363	0.006450	-0.061000
2L	CA_pl_13_fall	North America_SNAPE	0.006571	0.006711	-0.087417
2L	CA_pl_13_frost	North America_SNAPE	0.006487	0.006621	-0.087261
2L	CA_st_12_fall	North America_SNAPE	0.006107	0.006169	-0.046739
2L	CA_st_12_frost	North America_SNAPE	0.006198	0.006272	-0.054285
2L	CA_st_13_fall	North America_SNAPE	0.006400	0.006511	-0.070814
2L	CA_tu_12_fall	North America_SNAPE	0.006396	0.006587	-0.134740
2L	CA_tu_12_frost	North America_SNAPE	0.006514	0.006608	-0.057236
2L	CA_tu_13_fall	North America_SNAPE	0.006559	0.006622	-0.038149
2L	CA_tu_13_frost	North America_SNAPE	0.006463	0.006578	-0.077328
2L	CA_tu_13_spring	North America_SNAPE	0.006186	0.006237	-0.035248
2L	CH_Cha_14_42	Europe_SNAPE	0.007486	0.007352	0.083159
2L	CH_Cha_15_39	Europe_SNAPE	0.006953	0.006594	0.240633
2L	CH_Cha_16_38	Europe_SNAPE	0.007260	0.007207	0.032797
2L	CY_Nic_14_11	Europe_SNAPE	0.006953	0.006472	0.300080
2L	DE_Bro_14_14	Europe_SNAPE	0.006465	0.006115	0.232535
2L	DE_Bro_14_15	Europe_SNAPE	0.006028	0.006110	-0.057918
2L	DE_Bro_15_53	Europe_SNAPE	0.006966	0.007011	-0.026458
2L	DE_Bro_15_54	Europe_SNAPE	0.006703	0.006900	-0.114787
2L	DE_Bro_16_10	Europe_SNAPE	0.005944	0.006121	-0.122902
2L	DE_Bro_16_11	Europe_SNAPE	0.006130	0.006458	-0.214141
2L	DE_Mun_14_31	Europe_SNAPE	0.007191	0.006881	0.204484
2L	DE_Mun_14_32	Europe_SNAPE	0.007788	0.007811	-0.013340
2L	DE_Mun_15_45	Europe_SNAPE	0.007240	0.007071	0.101576
2L	DE_Mun_15_46	Europe_SNAPE	0.006559	0.006580	-0.013020
2L	DE_Mun_16_12	Europe_SNAPE	0.006495	0.006619	-0.078941
2L	DE_Mun_16_13	Europe_SNAPE	0.006997	0.007063	-0.039009
2L	DK_Kar_14_39	Europe_SNAPE	0.006289	0.006498	-0.146800
2L	DK_Kar_14_41	Europe_SNAPE	0.006284	0.006514	-0.170859
2L	DK_Kar_16_2	Europe_SNAPE	0.006317	0.004942	1.134788
2L	DK_Kar_16_3	Europe_SNAPE	0.006213	0.005722	0.356370
2L	DK_Kar_16_4	Europe_SNAPE	0.006029	0.005829	0.137917
2L	ES_ba_12_fall	Europe_SNAPE	0.007243	0.007103	0.080885
2L	ES_ba_12_spring	Europe_SNAPE	0.007148	0.007136	0.009486
2L	ES_Ben_16_32	Europe_SNAPE	0.006155	0.006350	-0.138673
2L	ES_Cor_15_33	Europe_SNAPE	0.006955	0.006929	0.016771
2L	ES_Gim_14_34	Europe_SNAPE	0.006817	0.007171	-0.235575
2L	ES_Gim_14_35	Europe_SNAPE	0.006940	0.006824	0.080993
2L	ES_Gim_15_30	Europe_SNAPE	0.006710	0.006323	0.257479
2L	ES_Gim_15_31	Europe_SNAPE	0.006825	0.006824	0.000351
2L	ES_Gim_16_33	Europe_SNAPE	0.007292	0.007475	-0.165486
2L	ES_Gim_16_34	Europe_SNAPE	0.006740	0.006694	0.030406
2L	ES_Gua_15_32	Europe_SNAPE	0.006939	0.006972	-0.020769
2L	ES_Pur_16_35	Europe_SNAPE	0.006831	0.007180	-0.224929
2L	ES_Tom_15_28	Europe_SNAPE	0.006746	0.006775	-0.020681
2L	ES_Tom_15_29	Europe_SNAPE	0.007136	0.007159	-0.012995
2L	ES_Tom_16_36	Europe_SNAPE	0.006397	0.006756	-0.219609
2L	ES_Tom_16_37	Europe_SNAPE	0.006717	0.006929	-0.134359
2L	FI_Aka_14_36	Europe_SNAPE	0.007300	0.007509	-0.138635
2L	FI_Aka_14_37	Europe_SNAPE	0.007226	0.007304	-0.051020
2L	FI_Aka_15_34	Europe_SNAPE	0.007047	0.006967	0.048314
2L	FI_Aka_15_35	Europe_SNAPE	0.007219	0.007017	0.126382
2L	FI_Aka_16_5	Europe_SNAPE	0.006753	0.006862	-0.069870
2L	FI_Aka_16_6	Europe_SNAPE	0.006990	0.007026	-0.021000
2L	FI_Ves_14_38	Europe_SNAPE	0.007215	0.007136	0.048062
2L	FI_Ves_16_7	Europe_SNAPE	0.006959	0.006933	0.014857
2L	FL_ho_10_spring	North America_SNAPE	0.007558	0.007319	0.142731
2L	FR_Got_15_47	Europe_SNAPE	0.005804	0.005808	-0.002925
2L	FR_Got_15_48	Europe_SNAPE	0.005680	0.005678	0.001618
2L	FR_Got_15_49	Europe_SNAPE	0.005917	0.005978	-0.047326
2L	FR_Got_16_8	Europe_SNAPE	0.006102	0.006311	-0.141550
2L	FR_Vil_15_40	Europe_SNAPE	0.006893	0.006857	0.021768
2L	FR_Vil_15_41	Europe_SNAPE	0.006411	0.006611	-0.125750
2L	FR_Vil_16_9	Europe_SNAPE	0.006619	0.006745	-0.077898
2L	GA_at_14_fall	North America_SNAPE	0.007247	0.006699	0.301044
2L	GA_at_14_spring	North America_SNAPE	0.007375	0.007058	0.181511
2L	GA_ha_08_spring	North America_SNAPE	0.007351	0.007048	0.166898
2L	HU_Sze_16_14	Europe_SNAPE	0.006020	0.006134	-0.082869
2L	IL_ur_15_spring	North America_SNAPE	0.007027	0.007037	-0.005736
2L	IT_Mez_15_43	Europe_SNAPE	0.006308	0.006597	-0.207400
2L	IT_Mez_15_44	Europe_SNAPE	0.006865	0.007087	-0.174277
2L	IT_Tre_16_15	Europe_SNAPE	0.006422	0.006564	-0.107587
2L	KA_to_14_fall	North America_SNAPE	0.007167	0.007253	-0.052461
2L	KA_to_14_spring	North America_SNAPE	0.007184	0.007248	-0.037650
2L	MA_la_12_fall	North America_SNAPE	0.007045	0.007091	-0.030736
2L	MA_la_12_spring	North America_SNAPE	0.007179	0.007159	0.012741
2L	MA_la_14_fall	North America_SNAPE	0.007046	0.007022	0.012917
2L	MA_la_14_spring	North America_SNAPE	0.006764	0.006339	0.269486
2L	ME_bo_09_fall.r1	North America_SNAPE	0.007341	0.007542	-0.112286
2L	MI_bh_14_fall	North America_SNAPE	0.006726	0.006534	0.105693
2L	MI_bh_14_spring	North America_SNAPE	0.006919	0.006784	0.075229
2L	NC_ra_03_n	North America_SNAPE	0.006841	0.006941	-0.089275
2L	NY_it_12_fall	North America_SNAPE	0.006860	0.006890	-0.022185
2L	NY_it_12_spring	North America_SNAPE	0.006844	0.006735	0.067814
2L	ON_su_15_fall	North America_SNAPE	0.006953	0.006981	-0.015869
2L	ON_su_15_spring	North America_SNAPE	0.006593	0.005360	0.796814
2L	PA_li_09_fall	North America_SNAPE	0.006767	0.006832	-0.040033
2L	PA_li_09_spring	North America_SNAPE	0.006796	0.006430	0.203118
