CHROM	POP	DATASET	Pi	Watterson	Tajima_D
2L	AT_gr_12_fall	Europe_PoolSNP	0.006449	0.006458	-0.006592
2L	AT_gr_12_spring	Europe_PoolSNP	0.005955	0.005997	-0.037513
2L	AT_Mau_14_01	Europe_PoolSNP	0.006337	0.006475	-0.098357
2L	AT_Mau_14_02	Europe_PoolSNP	0.006402	0.006532	-0.090841
2L	AT_Mau_15_50	Europe_PoolSNP	0.006375	0.006204	0.108357
2L	AT_Mau_15_51	Europe_PoolSNP	0.006667	0.006392	0.172796
2L	AT_See_14_44	Europe_PoolSNP	0.006897	0.006864	0.021653
2L	AT_See_16_1	Europe_PoolSNP	0.006717	0.006645	0.044551
2L	BY_Bre_15_13	Europe_PoolSNP	0.006076	0.006013	0.043304
2L	CA_es_12_fall	North America_PoolSNP	0.006171	0.006188	-0.011816
2L	CA_es_12_frost	North America_PoolSNP	0.006375	0.006422	-0.033868
2L	CA_es_12_spring	North America_PoolSNP	0.006353	0.006415	-0.041393
2L	CA_es_13_fall	North America_PoolSNP	0.006366	0.006506	-0.089881
2L	CA_es_13_spring	North America_PoolSNP	0.006295	0.006343	-0.032661
2L	CA_pl_12_fall	North America_PoolSNP	0.006184	0.006342	-0.095393
2L	CA_pl_12_frost	North America_PoolSNP	0.006263	0.006286	-0.016722
2L	CA_pl_13_fall	North America_PoolSNP	0.006448	0.006572	-0.078381
2L	CA_pl_13_frost	North America_PoolSNP	0.006372	0.006420	-0.032220
2L	CA_st_12_fall	North America_PoolSNP	0.006047	0.006068	-0.015914
2L	CA_st_12_frost	North America_PoolSNP	0.006117	0.006130	-0.009761
2L	CA_st_13_fall	North America_PoolSNP	0.006267	0.006338	-0.046702
2L	CA_tu_12_fall	North America_PoolSNP	0.006299	0.006437	-0.099516
2L	CA_tu_12_frost	North America_PoolSNP	0.006412	0.006514	-0.062835
2L	CA_tu_13_fall	North America_PoolSNP	0.006442	0.006535	-0.056710
2L	CA_tu_13_frost	North America_PoolSNP	0.006364	0.006427	-0.043352
2L	CA_tu_13_spring	North America_PoolSNP	0.006125	0.006139	-0.009692
2L	CH_Cha_14_42	Europe_PoolSNP	0.007212	0.006918	0.194541
2L	CH_Cha_14_43	Europe_PoolSNP	0.007006	0.007030	-0.018059
2L	CH_Cha_15_39	Europe_PoolSNP	0.006834	0.006367	0.325061
2L	CH_Cha_16_38	Europe_PoolSNP	0.006991	0.006721	0.179337
2L	CO	Africa_PoolSNP	0.006987	0.006982	0.011464
2L	CY_Nic_14_11	Europe_PoolSNP	0.006861	0.006436	0.266577
2L	DE_Bro_14_14	Europe_PoolSNP	0.006520	0.006580	-0.036748
2L	DE_Bro_14_15	Europe_PoolSNP	0.005920	0.005974	-0.039223
2L	DE_Bro_15_53	Europe_PoolSNP	0.006874	0.006743	0.079607
2L	DE_Bro_15_54	Europe_PoolSNP	0.006605	0.006604	0.000315
2L	DE_Bro_16_10	Europe_PoolSNP	0.005799	0.005814	-0.011130
2L	DE_Bro_16_11	Europe_PoolSNP	0.005976	0.006118	-0.097597
2L	DE_Mun_14_31	Europe_PoolSNP	0.007079	0.006701	0.256237
2L	DE_Mun_14_32	Europe_PoolSNP	0.007326	0.007075	0.165659
2L	DE_Mun_15_45	Europe_PoolSNP	0.007117	0.006813	0.189484
2L	DE_Mun_15_46	Europe_PoolSNP	0.006458	0.006353	0.068235
2L	DE_Mun_16_12	Europe_PoolSNP	0.006344	0.006322	0.014522
2L	DE_Mun_16_13	Europe_PoolSNP	0.006823	0.006718	0.065135
2L	DK_Kar_14_39	Europe_PoolSNP	0.005977	0.005999	-0.016748
2L	DK_Kar_14_41	Europe_PoolSNP	0.005917	0.005917	-0.000300
2L	DK_Kar_16_2	Europe_PoolSNP	0.006197	0.004783	1.204943
2L	DK_Kar_16_3	Europe_PoolSNP	0.006065	0.005491	0.433823
2L	DK_Kar_16_4	Europe_PoolSNP	0.005877	0.005584	0.211541
2L	EA	Africa_PoolSNP	0.007192	0.007171	0.185007
2L	EB	Africa_PoolSNP	0.006439	0.006421	NA
2L	ED	Africa_PoolSNP	0.006277	0.006268	NA
2L	EF	Africa_PoolSNP	0.005956	0.005585	0.356074
2L	EG	Africa_PoolSNP	0.007085	0.006931	0.172180
2L	ER	Africa_PoolSNP	0.006329	0.006322	NA
2L	ES_ba_12_fall	Europe_PoolSNP	0.007113	0.00685	0.158592
2L	ES_ba_12_spring	Europe_PoolSNP	0.007015	0.006915	0.077948
2L	ES_Ben_16_32	Europe_PoolSNP	0.005985	0.005988	-0.001856
2L	ES_Cor_15_33	Europe_PoolSNP	0.006855	0.006649	0.140138
2L	ES_Gim_14_34	Europe_PoolSNP	0.006418	0.006494	-0.056028
2L	ES_Gim_14_35	Europe_PoolSNP	0.006871	0.006844	0.019188
2L	ES_Gim_15_30	Europe_PoolSNP	0.006750	0.006627	0.077987
2L	ES_Gim_15_31	Europe_PoolSNP	0.006743	0.006601	0.099583
2L	ES_Gim_16_33	Europe_PoolSNP	0.006754	0.006697	0.057444
2L	ES_Gim_16_34	Europe_PoolSNP	0.006735	0.006714	0.013551
2L	ES_Gua_15_32	Europe_PoolSNP	0.006824	0.006664	0.104974
2L	ES_Pur_16_35	Europe_PoolSNP	0.006573	0.006625	-0.036771
2L	ES_Tom_15_28	Europe_PoolSNP	0.006664	0.006556	0.079760
2L	ES_Tom_15_29	Europe_PoolSNP	0.007007	0.006798	0.125721
2L	ES_Tom_16_36	Europe_PoolSNP	0.006205	0.006308	-0.067591
2L	ES_Tom_16_37	Europe_PoolSNP	0.006558	0.006588	-0.019949
2L	FI_Aka_14_36	Europe_PoolSNP	0.006827	0.006727	0.073722
2L	FI_Aka_14_37	Europe_PoolSNP	0.006898	0.006805	0.065952
2L	FI_Aka_15_34	Europe_PoolSNP	0.006968	0.006763	0.127963
2L	FI_Aka_15_35	Europe_PoolSNP	0.007125	0.006805	0.207004
2L	FI_Aka_16_5	Europe_PoolSNP	0.006603	0.006573	0.020069
2L	FI_Aka_16_6	Europe_PoolSNP	0.006814	0.006681	0.082813
2L	FI_Ves_14_38	Europe_PoolSNP	0.006892	0.006672	0.142473
2L	FI_Ves_16_7	Europe_PoolSNP	0.006776	0.006577	0.124096
2L	FL_ho_10_fall	North America_PoolSNP	0.007458	0.007533	-0.051009
2L	FL_ho_10_spring	North America_PoolSNP	0.007388	0.007029	0.223433
2L	FR	Europe_PoolSNP	0.005069	0.004920	0.132267
2L	FR_Got_14_08	Europe_PoolSNP	0.005593	0.005844	-0.171955
2L	FR_Got_15_47	Europe_PoolSNP	0.005726	0.005595	0.100361
2L	FR_Got_15_48	Europe_PoolSNP	0.005533	0.005320	0.189424
2L	FR_Got_15_49	Europe_PoolSNP	0.005810	0.005740	0.057381
2L	FR_Got_16_8	Europe_PoolSNP	0.005943	0.005978	-0.024991
2L	FR_Vil_14_05	Europe_PoolSNP	0.006151	0.006376	-0.156698
2L	FR_Vil_14_07	Europe_PoolSNP	0.005876	0.006115	-0.170450
2L	FR_Vil_15_40	Europe_PoolSNP	0.006772	0.006560	0.132806
2L	FR_Vil_15_41	Europe_PoolSNP	0.006297	0.006323	-0.016543
2L	FR_Vil_16_9	Europe_PoolSNP	0.006463	0.006421	0.027061
2L	GA	Africa_PoolSNP	0.007370	0.007387	-0.056073
2L	GA_at_14_fall	North America_PoolSNP	0.007139	0.006533	0.341259
2L	GA_at_14_spring	North America_PoolSNP	0.007252	0.006887	0.213707
2L	GA_ha_08_spring	North America_PoolSNP	0.007264	0.006899	0.205706
2L	GU	Africa_PoolSNP	0.007292	0.007282	NA
2L	HU_Sze_16_14	Europe_PoolSNP	0.005923	0.005953	-0.022746
2L	I	North America_PoolSNP	0.005871	0.005882	-0.024695
2L	IL_ur_15_spring	North America_PoolSNP	0.006924	0.006928	-0.002381
2L	IT_Mez_15_43	Europe_PoolSNP	0.006109	0.006108	0.000778
2L	IT_Mez_15_44	Europe_PoolSNP	0.006419	0.006298	0.106109
2L	IT_Tre_16_15	Europe_PoolSNP	0.006103	0.005960	0.119223
2L	KA_to_14_fall	North America_PoolSNP	0.007080	0.007108	-0.016909
2L	KA_to_14_spring	North America_PoolSNP	0.007089	0.007103	-0.008313
2L	KN	Africa_PoolSNP	0.008394	0.008380	NA
2L	MA_la_12_fall	North America_PoolSNP	0.006957	0.006961	-0.002666
2L	MA_la_12_spring	North America_PoolSNP	0.007088	0.007034	0.034355
2L	MA_la_14_fall	North America_PoolSNP	0.006932	0.006869	0.034777
2L	MA_la_14_spring	North America_PoolSNP	0.006857	0.006905	-0.028246
2L	ME_bo_09_fall.r1	North America_PoolSNP	0.006903	0.006880	0.014094
2L	ME_bo_09_fall.r2	North America_PoolSNP	0.006910	0.006928	-0.018281
2L	MI_bh_14_fall	North America_PoolSNP	0.006616	0.006323	0.167032
2L	MI_bh_14_spring	North America_PoolSNP	0.006824	0.006656	0.095209
2L	N	Europe_PoolSNP	0.005820	0.005898	-0.175718
2L	NC_ra_03_n	North America_PoolSNP	0.006790	0.006872	-0.073177
2L	NG	Africa_PoolSNP	0.007165	0.007157	0.177815
2L	NY_it_12_fall	North America_PoolSNP	0.006743	0.006702	0.032051
2L	NY_it_12_spring	North America_PoolSNP	0.006730	0.006567	0.103723
2L	ON_su_15_fall	North America_PoolSNP	0.006842	0.006832	0.006355
2L	ON_su_15_spring	North America_PoolSNP	0.006711	0.006342	0.201188
2L	PA_li_09_fall	North America_PoolSNP	0.006668	0.006690	-0.014104
2L	PA_li_09_spring	North America_PoolSNP	0.006732	0.006417	0.174895
2L	PA_li_10_fall	North America_PoolSNP	0.006898	0.006854	0.026390
2L	PA_li_10_spring	North America_PoolSNP	0.007471	0.007471	-0.000005
2L	PA_li_11_fall	North America_PoolSNP	0.007234	0.007561	-0.178614
2L	PA_li_11_frost	North America_PoolSNP	0.006904	0.006875	0.018714
2L	PA_li_11_spring	North America_PoolSNP	0.006851	0.006807	0.028369
2L	PA_li_12_fall	North America_PoolSNP	0.006934	0.006987	-0.045772
2L	PA_li_12_spring	North America_PoolSNP	0.006978	0.006998	-0.011948
2L	PA_li_12_sum	North America_PoolSNP	0.006970	0.006925	0.029749
2L	PA_li_13_spring	North America_PoolSNP	0.006940	0.006938	0.001016
2L	PA_li_14_fall	North America_PoolSNP	0.007032	0.006969	0.034444
2L	PA_li_14_spring	North America_PoolSNP	0.007167	0.007162	0.002745
2L	PA_li_15_fall	North America_PoolSNP	0.006977	0.006846	0.073714
2L	PA_li_15_spring	North America_PoolSNP	0.006950	0.006700	0.130324
2L	PA_st_14_fall	North America_PoolSNP	0.007060	0.006906	0.089841
2L	PA_st_14_spring	North America_PoolSNP	0.006867	0.006254	0.383820
2L	PA_st_15_spring	North America_PoolSNP	0.006932	0.006851	0.047453
2L	PO_Brz_15_12	Europe_PoolSNP	0.006529	0.006425	0.066645
2L	PO_Brz_16_17	Europe_PoolSNP	0.006656	0.006508	0.093519
2L	PO_Gda_16_16	Europe_PoolSNP	0.006313	0.006057	0.175250
2L	PT_Rec_14_33	Europe_PoolSNP	0.005906	0.005981	-0.056888
2L	PT_Rec_15_16	Europe_PoolSNP	0.006340	0.006074	0.245927
2L	PT_Rec_16_18	Europe_PoolSNP	0.006681	0.006512	0.104257
2L	RAL	North America_PoolSNP	0.006579	0.006528	0.028379
2L	RG	Africa_PoolSNP	0.007165	0.007112	0.042784
2L	RS_Kal_16_28	Europe_PoolSNP	0.005367	0.005234	0.107287
2L	RS_Kal_16_29	Europe_PoolSNP	0.005583	0.005563	0.014526
2L	RS_Sla_16_30	Europe_PoolSNP	0.005415	0.005367	0.038140
2L	RS_Sla_16_31	Europe_PoolSNP	0.005459	0.005451	0.006525
2L	RU_Ale_15_55	Europe_PoolSNP	0.005125	0.004235	0.895616
2L	RU_Ale_16_22	Europe_PoolSNP	0.006359	0.006360	-0.001021
2L	RU_tul_15_37	Europe_PoolSNP	0.006030	0.005609	0.298210
2L	RU_Val_14_51	Europe_PoolSNP	0.006136	0.006373	-0.153334
2L	RU_val_15_36	Europe_PoolSNP	0.006344	0.005931	0.287487
2L	RU_val_15_38	Europe_PoolSNP	0.005928	0.005595	0.239970
2L	RU_Val_16_19	Europe_PoolSNP	0.006242	0.006306	-0.041938
2L	RU_Val_16_20	Europe_PoolSNP	0.005611	0.005542	0.051702
2L	RU_Val_16_21	Europe_PoolSNP	0.005137	0.004389	0.685135
2L	SB	Africa_PoolSNP	0.008101	0.008086	NA
2L	SC_eu_10_spring	North America_PoolSNP	0.007172	0.006834	0.199489
2L	SD	Africa_PoolSNP	0.007419	0.007289	0.124655
2L	SE_Lun_14_30	Europe_PoolSNP	0.006319	0.006310	0.006466
2L	SE_Lun_15_14	Europe_PoolSNP	0.006420	0.006260	0.104990
2L	SE_Lun_15_15	Europe_PoolSNP	0.005906	0.005696	0.148117
2L	SP	Africa_PoolSNP	0.007507	0.007442	0.111916
2L	TR_Yes_14_03	Europe_PoolSNP	0.006247	0.006374	-0.106669
2L	TR_Yes_14_04	Europe_PoolSNP	0.006244	0.006335	-0.071385
2L	TR_Yes_15_3	Europe_PoolSNP	0.006119	0.006004	0.079192
2L	TR_Yes_15_4	Europe_PoolSNP	0.006454	0.006378	0.061809
2L	TR_Yes_15_5	Europe_PoolSNP	0.006412	0.006292	0.076258
2L	TR_Yes_15_6	Europe_PoolSNP	0.006761	0.006415	0.216237
2L	TR_Yes_15_7	Europe_PoolSNP	0.006074	0.005981	0.195595
2L	TR_Yes_15_8	Europe_PoolSNP	0.006336	0.006349	-0.007701
2L	TR_Yes_16_39	Europe_PoolSNP	0.006213	0.006263	-0.035536
2L	TR_Yes_16_40	Europe_PoolSNP	0.005855	0.005860	-0.003320
2L	TR_Yes_16_41	Europe_PoolSNP	0.006134	0.006205	-0.047745
2L	TR_Yes_16_42	Europe_PoolSNP	0.006525	0.006537	-0.007697
2L	TR_Yes_16_43	Europe_PoolSNP	0.006547	0.006542	0.003192
2L	TR_Yes_16_52	Europe_PoolSNP	0.006309	0.006371	-0.044917
2L	UA_Che_14_28	Europe_PoolSNP	0.006559	0.006496	0.041195
2L	UA_Che_14_29	Europe_PoolSNP	0.006467	0.006441	0.017923
2L	UA_Che_14_47	Europe_PoolSNP	0.006090	0.006223	-0.096553
2L	UA_Che_14_48	Europe_PoolSNP	0.006704	0.006717	-0.008946
2L	UA_Cho_15_24	Europe_PoolSNP	0.006219	0.006200	0.013872
2L	UA_Cho_15_25	Europe_PoolSNP	0.005798	0.005744	0.039149
2L	UA_Cho_15_26	Europe_PoolSNP	0.006445	0.006321	0.088063
2L	UA_Cho_15_27	Europe_PoolSNP	0.006231	0.006000	0.159564
2L	UA_Cho_15_65	Europe_PoolSNP	0.005662	0.005752	-0.064216
2L	UA_Cho_15_67	Europe_PoolSNP	0.006377	0.006436	-0.038750
2L	UA_Cho_15_68	Europe_PoolSNP	0.005966	0.006060	-0.065073
2L	UA_Cho_15_69	Europe_PoolSNP	0.006055	0.006154	-0.069593
2L	UA_Cho_15_70	Europe_PoolSNP	0.006068	0.006131	-0.043344
2L	UA_Cho_16_54	Europe_PoolSNP	0.006491	0.006494	-0.001693
2L	UA_Cho_16_55	Europe_PoolSNP	0.006468	0.006394	0.047523
2L	UA_Cho_16_62	Europe_PoolSNP	0.006765	0.006658	0.067719
2L	UA_Dro_14_27	Europe_PoolSNP	0.006012	0.006063	-0.036232
2L	UA_Dro_15_10	Europe_PoolSNP	0.005832	0.005865	-0.023164
2L	UA_Dro_16_56	Europe_PoolSNP	0.005957	0.006019	-0.046252
2L	UA_Kan_16_57	Europe_PoolSNP	0.005975	0.006045	-0.047912
2L	UA_Kha_14_45	Europe_PoolSNP	0.006317	0.006420	-0.072796
2L	UA_Kha_14_46	Europe_PoolSNP	0.006230	0.006325	-0.068351
2L	UA_Kha_15_19	Europe_PoolSNP	0.006395	0.006245	0.096418
2L	UA_Kha_16_58	Europe_PoolSNP	0.006157	0.006199	-0.029719
2L	UA_Kyi_14_23	Europe_PoolSNP	0.006171	0.006164	0.004982
2L	UA_Kyi_14_24	Europe_PoolSNP	0.006410	0.006369	0.030939
2L	UA_Kyi_14_49	Europe_PoolSNP	0.006140	0.006214	-0.060706
2L	UA_Kyi_15_64	Europe_PoolSNP	0.006218	0.006220	-0.001585
2L	UA_Kyi_16_44	Europe_PoolSNP	0.006287	0.006295	-0.005457
2L	UA_Kyi_16_45	Europe_PoolSNP	0.006471	0.006471	-0.000676
2L	UA_Kyi_16_59	Europe_PoolSNP	0.006019	0.006085	-0.045008
2L	UA_od_13_fall	Europe_PoolSNP	0.006640	0.006656	-0.010292
2L	UA_od_13_spring	Europe_PoolSNP	0.006475	0.006613	-0.089692
2L	UA_Ode_14_19	Europe_PoolSNP	0.005686	0.005640	0.035864
2L	UA_Ode_14_20	Europe_PoolSNP	0.005987	0.005907	0.062494
2L	UA_Ode_14_21	Europe_PoolSNP	0.006143	0.006140	0.002675
2L	UA_Ode_14_22	Europe_PoolSNP	0.006680	0.006546	0.091770
2L	UA_Ode_15_11	Europe_PoolSNP	0.006815	0.006591	0.152380
2L	UA_Ode_15_20	Europe_PoolSNP	0.006016	0.005985	0.020927
2L	UA_Ode_15_22	Europe_PoolSNP	0.006067	0.006017	0.035608
2L	UA_Ode_15_66	Europe_PoolSNP	0.006155	0.006168	-0.008868
2L	UA_Ode_16_46	Europe_PoolSNP	0.005805	0.005912	-0.083446
2L	UA_Ode_16_47	Europe_PoolSNP	0.005974	0.006023	-0.036819
2L	UA_Pyr_14_26	Europe_PoolSNP	0.006051	0.006098	-0.032884
2L	UA_Pyr_15_21	Europe_PoolSNP	0.006321	0.006270	0.034821
2L	UA_Pir_16_48	Europe_PoolSNP	0.006145	0.006053	0.074411
2L	UA_Pyr_16_49	Europe_PoolSNP	0.006327	0.006352	-0.016324
2L	UA_Uma_14_50	Europe_PoolSNP	0.005961	0.006026	-0.050350
2L	UA_Uma_15_9	Europe_PoolSNP	0.006015	0.005935	0.055039
2L	UA_Uma_16_50	Europe_PoolSNP	0.005991	0.005956	0.027940
2L	UA_Uma_16_51	Europe_PoolSNP	0.005910	0.005964	-0.041357
2L	UA_Var_14_25	Europe_PoolSNP	0.006425	0.006338	0.060192
2L	UA_Var_15_18	Europe_PoolSNP	0.006084	0.006011	0.051435
2L	UA_Var_16_60	Europe_PoolSNP	0.006115	0.006175	-0.043023
2L	UA_Yal_14_16	Europe_PoolSNP	0.005909	0.005884	0.017099
2L	UA_Yal_14_18	Europe_PoolSNP	0.006112	0.006095	0.011692
2L	UA_Yal_15_23	Europe_PoolSNP	0.005912	0.005843	0.067257
2L	UA_Yal_15_63	Europe_PoolSNP	0.005758	0.005795	-0.027469
2L	UA_Yal_16_61	Europe_PoolSNP	0.005489	0.005420	0.055911
2L	UK	Africa_PoolSNP	0.007459	0.007455	NA
2L	UK_Dai_15_52	Europe_PoolSNP	0.005591	0.005017	0.464893
2L	UK_Dai_16_23	Europe_PoolSNP	0.005706	0.005606	0.074219
2L	UK_Lut_14_13	Europe_PoolSNP	0.005997	0.006051	-0.036879
2L	UK_Mar_14_12	Europe_PoolSNP	0.005665	0.005554	0.079818
2L	UK_Mar_15_42	Europe_PoolSNP	0.005742	0.005584	0.117687
2L	UK_Mar_16_53	Europe_PoolSNP	0.006015	0.006136	-0.079327
2L	UK_She_14_09	Europe_PoolSNP	0.006082	0.006061	0.045594
2L	UK_She_15_17	Europe_PoolSNP	0.006613	0.005997	0.410123
2L	UK_Sou_14_10	Europe_PoolSNP	0.006183	0.006246	-0.046523
2L	VA_ch_12_fall	North America_PoolSNP	0.006857	0.006885	-0.020616
2L	VA_ch_12_spring	North America_PoolSNP	0.006825	0.006752	0.045004
2L	VA_ch_14_fall	North America_PoolSNP	0.006954	0.006397	0.347378
2L	VA_ch_14_spring	North America_PoolSNP	0.007005	0.006660	0.212176
2L	VA_ch_15_fall	North America_PoolSNP	0.007107	0.006716	0.231403
2L	VA_ch_15_spring	North America_PoolSNP	0.006972	0.006697	0.161577
2L	W	North America_PoolSNP	0.005785	0.005771	0.015361
2L	WA_se_14_spring	North America_PoolSNP	0.006454	0.006522	-0.037199
2L	WI_cp_12_fall	North America_PoolSNP	0.006688	0.006751	-0.042964
2L	WI_cp_12_frost	North America_PoolSNP	0.006670	0.006774	-0.070714
2L	WI_cp_12_spring	North America_PoolSNP	0.006322	0.006283	0.043163
2L	WI_cp_13_fall	North America_PoolSNP	0.006808	0.006828	-0.012300
2L	WI_cp_13_spring	North America_PoolSNP	0.006786	0.006864	-0.040153
2L	WI_cp_14_fall	North America_PoolSNP	0.006872	0.006832	0.021644
2L	WI_cp_14_spring	North America_PoolSNP	0.006830	0.006870	-0.022824
2L	ZI	Africa_PoolSNP	0.006957	0.005714	0.765106
2L	ZW	Africa_PoolSNP	0.006979	0.006933	0.477054
2R	AT_gr_12_fall	Europe_PoolSNP	0.005181	0.00512	0.055222
2R	AT_gr_12_spring	Europe_PoolSNP	0.005003	0.004928	0.083761
2R	AT_Mau_14_01	Europe_PoolSNP	0.005138	0.005177	-0.035246
2R	AT_Mau_14_02	Europe_PoolSNP	0.005211	0.005235	-0.020444
2R	AT_Mau_15_50	Europe_PoolSNP	0.005265	0.005042	0.172069
2R	AT_Mau_15_51	Europe_PoolSNP	0.005316	0.005117	0.154261
2R	AT_See_14_44	Europe_PoolSNP	0.005191	0.005175	0.013096
2R	AT_See_16_1	Europe_PoolSNP	0.005315	0.005319	-0.003319
2R	BY_Bre_15_13	Europe_PoolSNP	0.004969	0.004715	0.219804
2R	CA_es_12_fall	North America_PoolSNP	0.005516	0.005494	0.018442
2R	CA_es_12_frost	North America_PoolSNP	0.005520	0.005493	0.022677
2R	CA_es_12_spring	North America_PoolSNP	0.005567	0.005585	-0.014283
2R	CA_es_13_fall	North America_PoolSNP	0.005597	0.005645	-0.036609
2R	CA_es_13_spring	North America_PoolSNP	0.005512	0.005482	0.023696
2R	CA_pl_12_fall	North America_PoolSNP	0.005457	0.005508	-0.035657
2R	CA_pl_12_frost	North America_PoolSNP	0.005610	0.005624	-0.011732
2R	CA_pl_13_fall	North America_PoolSNP	0.005605	0.005652	-0.034694
2R	CA_pl_13_frost	North America_PoolSNP	0.005556	0.005535	0.016398
2R	CA_st_12_fall	North America_PoolSNP	0.005427	0.005460	-0.029070
2R	CA_st_12_frost	North America_PoolSNP	0.005510	0.005535	-0.020285
2R	CA_st_13_fall	North America_PoolSNP	0.005566	0.005582	-0.012208
2R	CA_tu_12_fall	North America_PoolSNP	0.005479	0.005539	-0.051335
2R	CA_tu_12_frost	North America_PoolSNP	0.005597	0.005634	-0.025751
2R	CA_tu_13_fall	North America_PoolSNP	0.005547	0.005532	0.010720
2R	CA_tu_13_frost	North America_PoolSNP	0.005558	0.005573	-0.012146
2R	CA_tu_13_spring	North America_PoolSNP	0.005463	0.005476	-0.010568
2R	CH_Cha_14_42	Europe_PoolSNP	0.005373	0.005336	0.030886
2R	CH_Cha_14_43	Europe_PoolSNP	0.005291	0.005324	-0.032937
2R	CH_Cha_15_39	Europe_PoolSNP	0.005334	0.005008	0.277132
2R	CH_Cha_16_38	Europe_PoolSNP	0.005348	0.005166	0.156694
2R	CO	Africa_PoolSNP	0.005911	0.005888	0.069538
2R	CY_Nic_14_11	Europe_PoolSNP	0.005137	0.004867	0.223176
2R	DE_Bro_14_14	Europe_PoolSNP	0.005257	0.005256	0.000684
2R	DE_Bro_14_15	Europe_PoolSNP	0.005247	0.005211	0.029568
2R	DE_Bro_15_53	Europe_PoolSNP	0.005395	0.005358	0.028010
2R	DE_Bro_15_54	Europe_PoolSNP	0.005370	0.005363	0.004586
2R	DE_Bro_16_10	Europe_PoolSNP	0.005141	0.005059	0.068330
2R	DE_Bro_16_11	Europe_PoolSNP	0.005215	0.005220	-0.004244
2R	DE_Mun_14_31	Europe_PoolSNP	0.005544	0.005323	0.187069
2R	DE_Mun_14_32	Europe_PoolSNP	0.005576	0.005568	0.006665
2R	DE_Mun_15_45	Europe_PoolSNP	0.005390	0.005312	0.061216
2R	DE_Mun_15_46	Europe_PoolSNP	0.005550	0.005359	0.144815
2R	DE_Mun_16_12	Europe_PoolSNP	0.005514	0.005378	0.106097
2R	DE_Mun_16_13	Europe_PoolSNP	0.005414	0.005439	-0.019211
2R	DK_Kar_14_39	Europe_PoolSNP	0.005399	0.005379	0.017160
2R	DK_Kar_14_41	Europe_PoolSNP	0.005294	0.005258	0.033032
2R	DK_Kar_16_2	Europe_PoolSNP	0.004734	0.004006	0.739086
2R	DK_Kar_16_3	Europe_PoolSNP	0.005115	0.004621	0.443488
2R	DK_Kar_16_4	Europe_PoolSNP	0.005031	0.004632	0.347242
2R	EA	Africa_PoolSNP	0.006201	0.006183	0.124939
2R	EB	Africa_PoolSNP	0.005441	0.005431	NA
2R	ED	Africa_PoolSNP	0.005737	0.005729	NA
2R	EF	Africa_PoolSNP	0.005164	0.004867	0.336672
2R	EG	Africa_PoolSNP	0.005415	0.005346	0.091343
2R	ER	Africa_PoolSNP	0.005470	0.005464	NA
2R	ES_ba_12_fall	Europe_PoolSNP	0.005255	0.005245	0.007765
2R	ES_ba_12_spring	Europe_PoolSNP	0.00519	0.005184	0.005949
2R	ES_Ben_16_32	Europe_PoolSNP	0.005253	0.005179	0.063059
2R	ES_Cor_15_33	Europe_PoolSNP	0.005183	0.005011	0.147662
2R	ES_Gim_14_34	Europe_PoolSNP	0.005158	0.005113	0.042369
2R	ES_Gim_14_35	Europe_PoolSNP	0.005072	0.004989	0.079075
2R	ES_Gim_15_30	Europe_PoolSNP	0.005159	0.005005	0.126688
2R	ES_Gim_15_31	Europe_PoolSNP	0.005134	0.004954	0.160605
2R	ES_Gim_16_33	Europe_PoolSNP	0.005145	0.005019	0.167277
2R	ES_Gim_16_34	Europe_PoolSNP	0.005102	0.005013	0.077886
2R	ES_Gua_15_32	Europe_PoolSNP	0.005277	0.005141	0.111858
2R	ES_Pur_16_35	Europe_PoolSNP	0.005319	0.005292	0.023996
2R	ES_Tom_15_28	Europe_PoolSNP	0.005354	0.005261	0.080524
2R	ES_Tom_15_29	Europe_PoolSNP	0.005294	0.005232	0.047580
2R	ES_Tom_16_36	Europe_PoolSNP	0.005104	0.005018	0.070596
2R	ES_Tom_16_37	Europe_PoolSNP	0.005120	0.005060	0.052105
2R	FI_Aka_14_36	Europe_PoolSNP	0.005298	0.005186	0.105625
2R	FI_Aka_14_37	Europe_PoolSNP	0.005242	0.005164	0.072618
2R	FI_Aka_15_34	Europe_PoolSNP	0.005488	0.005380	0.082198
2R	FI_Aka_15_35	Europe_PoolSNP	0.005468	0.005346	0.096924
2R	FI_Aka_16_5	Europe_PoolSNP	0.005360	0.005322	0.031694
2R	FI_Aka_16_6	Europe_PoolSNP	0.005376	0.005330	0.035477
2R	FI_Ves_14_38	Europe_PoolSNP	0.005168	0.005023	0.124728
2R	FI_Ves_16_7	Europe_PoolSNP	0.005411	0.005329	0.062218
2R	FL_ho_10_fall	North America_PoolSNP	0.006032	0.006127	-0.078238
2R	FL_ho_10_spring	North America_PoolSNP	0.005996	0.005827	0.123964
2R	FR	Europe_PoolSNP	0.004660	0.004407	0.247873
2R	FR_Got_14_08	Europe_PoolSNP	0.004918	0.004894	0.019628
2R	FR_Got_15_47	Europe_PoolSNP	0.004914	0.004602	0.283443
2R	FR_Got_15_48	Europe_PoolSNP	0.004990	0.004679	0.296008
2R	FR_Got_15_49	Europe_PoolSNP	0.004929	0.004601	0.312898
2R	FR_Got_16_8	Europe_PoolSNP	0.004902	0.004671	0.210461
2R	FR_Vil_14_05	Europe_PoolSNP	0.005115	0.005180	-0.055314
2R	FR_Vil_14_07	Europe_PoolSNP	0.005023	0.005062	-0.033388
